
🎏奇艺频道,#genre#
望夫成龙,https://hnzy.bfvvs.com/play/YaOEOQdx/index.m3u8
望夫成龙,https://hnzy.bfvvs.com/play/QeZw58ap/index.m3u8
望夫成龙,https://ukzy.ukubf4.com/20220407/jEakalqL/index.m3u8
济公,https://hnzy.bfvvs.com/play/DbDZxyel/index.m3u8
霹雳先锋,https://ukzy.ukubf4.com/20220408/RUBcjzKq/index.m3u8
师兄撞鬼,https://ukzy.ukubf4.com/20220407/VEDHd72z/index.m3u8
师兄撞鬼,https://v3.dious.cc/20220329/VxLeWBv1/index.m3u8
👽鬼吹灯系列,#genre#
鬼吹灯之南海归墟超清,https://baidu.sd-play.com/20221230/RhQhIuZB/index.m3u8
鬼吹灯之精绝古城电影版HD高清,https://iqiyi.sd-play.com/20220901/psJI3FPl/index.m3u8
鬼吹灯之九层妖塔蓝光,https://baidu.sd-play.com/20211019/QPct9o3R/index.m3u8
鬼吹灯之寻龙诀蓝光,https://baidu.sd-play.com/20211015/O5QUttzR/index.m3u8
鬼吹灯之黄皮子坟2021蓝光,https://baidu.sd-play.com/20211019/xM9Qraky/index.m3u8
鬼吹灯之湘西密藏蓝光,https://baidu.sd-play.com/20211015/TkyivfY0/index.m3u8
鬼吹灯之寻龙诀蓝光,https://baidu.sd-play.com/20211015/O5QUttzR/index.m3u8
鬼吹灯之㈠,
精绝古城第01集,https://letv.sd-play.com/20220719/QN4kMkuD/index.m3u8
精绝古城第02集,https://letv.sd-play.com/20220719/MAzfAjr0/index.m3u8
精绝古城第03集,https://letv.sd-play.com/20220719/8N8QqA0l/index.m3u8
精绝古城第04集,https://letv.sd-play.com/20220719/FlmstECy/index.m3u8
精绝古城第05集,https://letv.sd-play.com/20220719/NYHm0oxO/index.m3u8
精绝古城第06集,https://letv.sd-play.com/20220719/kyXm8rlr/index.m3u8
精绝古城第07集,https://letv.sd-play.com/20220719/cZuUkbiU/index.m3u8
精绝古城第08集,https://letv.sd-play.com/20220719/cRmM2Loi/index.m3u8
精绝古城第09集,https://letv.sd-play.com/20220719/qYFuZIIs/index.m3u8
精绝古城第10集,https://letv.sd-play.com/20220719/6DJR54k2/index.m3u8
精绝古城第11集,https://letv.sd-play.com/20220719/Gs7bUShF/index.m3u8
精绝古城第12集,https://letv.sd-play.com/20220719/SYXXLfXL/index.m3u8
精绝古城第13集,https://letv.sd-play.com/20220719/sDyqeICj/index.m3u8
精绝古城第14集,https://letv.sd-play.com/20220719/F6Uxh8nI/index.m3u8
精绝古城第15集,https://letv.sd-play.com/20220719/xjFQlTkp/index.m3u8
精绝古城第16集,https://letv.sd-play.com/20220719/iUaBqBM7/index.m3u8
精绝古城第17集,https://letv.sd-play.com/20220719/kJ0jtHql/index.m3u8
精绝古城第18集,https://letv.sd-play.com/20220719/6GRtdEXB/index.m3u8
精绝古城第19集,https://letv.sd-play.com/20220719/QpKpILVH/index.m3u8
精绝古城第20集,https://letv.sd-play.com/20220719/jNgTWCnh/index.m3u8
精绝古城第21集,https://letv.sd-play.com/20220719/aqTa3QHq/index.m3u8

鬼吹灯之㈡,
黄皮子坟第01集,https://mgtv.sd-play.com/20211019/qgmtdIwb/index.m3u8
黄皮子坟第02集,https://mgtv.sd-play.com/20211019/F6ilXSyH/index.m3u8
黄皮子坟第03集,https://mgtv.sd-play.com/20211019/E6aemLy4/index.m3u8
黄皮子坟第04集,https://mgtv.sd-play.com/20211019/4wUtg2vS/index.m3u8
黄皮子坟第05集,https://mgtv.sd-play.com/20211019/3hzeyd9I/index.m3u8
黄皮子坟第06集,https://mgtv.sd-play.com/20211019/i3jIcZqe/index.m3u8
黄皮子坟第07集,https://mgtv.sd-play.com/20211019/DW99EwJe/index.m3u8
黄皮子坟第08集,https://mgtv.sd-play.com/20211019/tFmmg8Ev/index.m3u8
黄皮子坟第09集,https://mgtv.sd-play.com/20211019/l6xoCAPu/index.m3u8
黄皮子坟第10集,https://mgtv.sd-play.com/20211019/ElEY3cbn/index.m3u8
黄皮子坟第11集,https://mgtv.sd-play.com/20211019/4qMCmcai/index.m3u8
黄皮子坟第12集,https://mgtv.sd-play.com/20211019/OBwGrvxo/index.m3u8
黄皮子坟第14集,https://mgtv.sd-play.com/20211019/8UASOjRI/index.m3u8
黄皮子坟第15集,https://mgtv.sd-play.com/20211019/Uvpq5AZ4/index.m3u8
黄皮子坟第16集,https://mgtv.sd-play.com/20211019/keDTJsXJ/index.m3u8
黄皮子坟第17集,https://mgtv.sd-play.com/20211019/6vAJ8Wdf/index.m3u8
黄皮子坟第18集,https://mgtv.sd-play.com/20211019/HAXMbkBd/index.m3u8
黄皮子坟第19集,https://mgtv.sd-play.com/20211019/qnzyszoT/index.m3u8
黄皮子坟第20集,https://mgtv.sd-play.com/20211019/Lg0ZhspF/index.m3u8

鬼吹灯之㈢,
昆仑神宫第01集,https://mgtv.sd-play.com/20220920/fwB2V4JD/index.m3u8
昆仑神宫第02集,https://mgtv.sd-play.com/20220920/2SySEthZ/index.m3u8
昆仑神宫第03集,https://mgtv.sd-play.com/20220920/vsYrgGSt/index.m3u8
昆仑神宫第04集,https://mgtv.sd-play.com/20220920/n4WS7tk3/index.m3u8
昆仑神宫第05集,https://mgtv.sd-play.com/20220928/GOCg1Cdn/index.m3u8
昆仑神宫第06集,https://mgtv.sd-play.com/20220928/SS9i74dD/index.m3u8
昆仑神宫第07集,https://mgtv.sd-play.com/20220928/q5TCmkPu/index.m3u8
昆仑神宫第08集,https://mgtv.sd-play.com/20221005/GcTo0xDX/index.m3u8
昆仑神宫第09集,https://mgtv.sd-play.com/20221005/JEgMHAsX/index.m3u8
昆仑神宫第10集,https://mgtv.sd-play.com/20221005/3XX2YyWc/index.m3u8
昆仑神宫第11集,https://mgtv.sd-play.com/20221005/XRHG8erS/index.m3u8
昆仑神宫第12集,https://mgtv.sd-play.com/20221005/gMaYpymR/index.m3u8
昆仑神宫第13集,https://mgtv.sd-play.com/20221005/cSaHB1ou/index.m3u8
昆仑神宫第14集,https://mgtv.sd-play.com/20221005/KARWUOKd/index.m3u8
昆仑神宫第15集,https://mgtv.sd-play.com/20221005/wmFlFPQN/index.m3u8
昆仑神宫第16集,https://mgtv.sd-play.com/20221005/XMp82aa8/index.m3u8😻测试频道,#genre#

44,http://www.336699.live:1935/blockfour/4gtv-4gtv044.stream/playlist.m3u8
45,http://www.336699.live:1935/blockfour/4gtv-4gtv045.stream/playlist.m3u8
49,http://www.336699.live:1935/blockfour/4gtv-4gtv049.stream/playlist.m3u8
53,http://www.336699.live:1935/blockfour/4gtv-4gtv053.stream/playlist.m3u8
54,http://www.336699.live:1935/blockfour/4gtv-4gtv054.stream/playlist.m3u8
55,http://www.336699.live:1935/blockfour/4gtv-4gtv055.stream/playlist.m3u8
58,http://www.336699.live:1935/blockfour/4gtv-4gtv058.stream/playlist.m3u8
62,http://www.336699.live:1935/blockfour/4gtv-4gtv062.stream/playlist.m3u8
63,http://www.336699.live:1935/blockfour/4gtv-4gtv063.stream/playlist.m3u8
64,http://www.336699.live:1935/blockfour/4gtv-4gtv064.stream/playlist.m3u8
70,http://www.336699.live:1935/blockfour/4gtv-4gtv070.stream/playlist.m3u8
77,http://www.336699.live:1935/blockfour/4gtv-4gtv077.stream/playlist.m3u8
79,http://www.336699.live:1935/blockfour/4gtv-4gtv079.stream/playlist.m3u8
82,http://www.336699.live:1935/blockfour/4gtv-4gtv082.stream/playlist.m3u8
83,http://www.336699.live:1935/blockfour/4gtv-4gtv083.stream/playlist.m3u8
101,http://www.336699.live:1935/blockfour/4gtv-4gtv101.stream/playlist.m3u8


🐟斗鱼频道,#genre#

斗鱼小品,http://epg.112114.xyz/douyu/3980787
斗鱼探险,http://epg.112114.xyz/douyu/3485629
斗鱼动画,http://epg.112114.xyz/douyu/7528160
斗鱼电影1,http://epg.112114.xyz/douyu/2935323
斗鱼电影2,http://epg.112114.xyz/douyu/7459925
斗鱼电影3,http://epg.112114.xyz/douyu/431460
斗鱼电影4,http://epg.112114.xyz/douyu/4246519
斗鱼电影5,http://epg.112114.xyz/douyu/7116591
斗鱼电影6,http://epg.112114.xyz/douyu/6776615
斗鱼电影7,http://epg.112114.xyz/douyu/7655471
斗鱼电影8,http://epg.112114.xyz/douyu/4290711
斗鱼电影9,http://epg.112114.xyz/douyu/6566671
斗鱼电影10,http://epg.112114.xyz/douyu/8475821
斗鱼电影11,http://epg.112114.xyz/douyu/338759
斗鱼电影12,http://epg.112114.xyz/douyu/2793084
斗鱼电影13,http://epg.112114.xyz/douyu/5067952
斗鱼电影14,http://epg.112114.xyz/douyu/413573
斗鱼电影15,http://epg.112114.xyz/douyu/5033502
斗鱼电影16,http://epg.112114.xyz/douyu/426517
斗鱼电影17,http://epg.112114.xyz/douyu/1274132
斗鱼电影18,http://epg.112114.xyz/douyu/7314294
斗鱼电影19,http://epg.112114.xyz/douyu/6582435
电影解说1,http://epg.112114.xyz/douyu/1979257
电影解说4,http://epg.112114.xyz/douyu/2758565
电影解说7,http://epg.112114.xyz/douyu/8799435
电影解说8,http://epg.112114.xyz/douyu/4258555
电影解说10,http://epg.112114.xyz/douyu/8415464
电影解说11,http://epg.112114.xyz/douyu/562225
电影解说14,http://epg.112114.xyz/douyu/8014467
斗鱼电影HD15,http://epg.112114.xyz/douyu/413573
斗鱼电影HD17,http://epg.112114.xyz/douyu/3637726
斗鱼电影HD22,http://epg.112114.xyz/douyu/252802
斗鱼电影HD23,http://epg.112114.xyz/douyu/ 6079455
斗鱼电影HD24,http://epg.112114.xyz/douyu/315131
斗鱼电影HD29,http://epg.112114.xyz/douyu/9651304
斗鱼电影HD30,http://epg.112114.xyz/douyu/9650887
斗鱼电影HD31,http://epg.112114.xyz/douyu/8814650
斗鱼電影7,http://epg.112114.xyz/douyu/3637726
斗鱼电影10,http://epg.112114.xyz/douyu/2935323
斗鱼電影11,http://epg.112114.xyz/douyu/7459925
斗鱼電影16,http://epg.112114.xyz/douyu/431460
斗鱼電影18,http://epg.112114.xyz/douyu/4246519
斗鱼電影22,http://epg.112114.xyz/douyu/1979257
斗鱼電影77,http://epg.112114.xyz/douyu/2758565
斗鱼電影81,http://epg.112114.xyz/douyu/3870925
斗鱼電影95,http://epg.112114.xyz/douyu/4549169
斗鱼電影99,http://epg.112114.xyz/douyu/7655471
斗鱼電影105,http://epg.112114.xyz/douyu/4290711
斗鱼電影108,http://epg.112114.xyz/douyu/6566671
斗鱼電影111,http://epg.112114.xyz/douyu/8475821
斗鱼電影117,http://epg.112114.xyz/douyu/338759
斗鱼電影124,http://epg.112114.xyz/douyu/2793084
斗鱼電影125,http://epg.112114.xyz/douyu/5067952
斗鱼電影129,http://epg.112114.xyz/douyu/413573
斗鱼電影135,http://epg.112114.xyz/douyu/7476264
斗鱼電影136,http://epg.112114.xyz/douyu/5689514
斗鱼電影141,http://epg.112114.xyz/douyu/7623292
斗鱼電影145,http://epg.112114.xyz/douyu/5033502
斗鱼電影151,http://epg.112114.xyz/douyu/426517
斗鱼電影153,http://epg.112114.xyz/douyu/8799435
斗鱼電影155,http://epg.112114.xyz/douyu/4258555
斗鱼電影166,http://epg.112114.xyz/douyu/5581257
斗鱼電影169,http://epg.112114.xyz/douyu/7528160
斗鱼电影90,http://epg.112114.xyz/douyu/6785471
斗鱼电影110,http://epg.112114.xyz/douyu/8415464
斗鱼电影114,http://epg.112114.xyz/douyu/562225
斗鱼电影115,http://epg.112114.xyz/douyu/223521
斗鱼电影118,http://epg.112114.xyz/douyu/4631599
斗鱼电影122,http://epg.112114.xyz/douyu/3485629
斗鱼电影130,http://epg.112114.xyz/douyu/8014467
斗鱼电影137,http://epg.112114.xyz/douyu/1274132
斗鱼电影143,http://epg.112114.xyz/douyu/7314294
斗鱼电影149,http://epg.112114.xyz/douyu/6582435
斗鱼电影150,http://epg.112114.xyz/douyu/3980787
斗鱼电影2,http://tc-tct.douyucdn2.cn/dyliveflv3/3637726rQLDdfto7_2000.flv?wsAuth=04a634b362e78e56af2bddde662c48c2&token=cpn-androidmpro-0-3637726-a97a3241d761383449992d5fe9f8adeb51c664499750bb31&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=
斗鱼电影6,http://tc-tct.douyucdn2.cn/dyliveflv1a/20415rnWbjg6Ex1K_2000.flv?wsAuth=2ccc7b4ba29208aaba62dae54cbbd68c&token=cpn-androidmpro-0-20415-b6774b3b3249db17fff84d73c7585c95e780dbccdb08e4bc&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p
斗鱼电影6,http://tc-tct.douyucdn2.cn/dyliveflv1/122402rK7MO9bXSq_2000.flv?wsAuth=8cea39337984fd3341cc9ec569502e4f&token=cpn-androidmpro-0-122402-0fcea45d2300cfa0ac75fafd8679bb53af10de8c33ae99d9&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p
斗鱼电影6,http://tc-tct.douyucdn2.cn/dyliveflv1/85894rmovieChow_2000.flv?wsAuth=7d054e041804e80af8aa7e975e2d8573&token=cpn-androidmpro-0-85894-a3575d938a4aa309c687f5fb85a1009fc65cfbeeb2672310&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=pla
斗鱼电影8,http://tc-tct.douyucdn2.cn/dyliveflv1a/20415rnWbjg6Ex1K_2000.flv?wsAuth=99705a1921ddd49fb7079a02f02bedc4&token=cpn-androidmpro-0-20415-b6774b3b3249db17d8beee6676fdf877fe8b1576307ef8e6&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost
📽爱奇艺,#genre#
国剧修复,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c53_lb_77_720P_t10/c53_lb_77_720P_t10.m3u8?key
老剧超清修复,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c52_lb_92_600_t10/c52_lb_92_600_t10.m3u8?key
华语院线,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c51_lb_114_600_t10/c51_lb_114_600_t10.m3u8?key
院线电影,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c52_lb_64_720P_t10/c52_lb_64_720P_t10.m3u8?key
高分电影,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c51_lb_112_600_t10/c51_lb_112_600_t10.m3u8?key
票房冠军,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c56_lb_184_600_t10/c56_lb_184_600_t10.m3u8?key
日韩院线,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c53_lb_62_600_t10/c53_lb_62_600_t10.m3u8?key
经典港片,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c51_lb_110_600_t10/c51_lb_110_600_t10.m3u8?key
电影大片,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c56_lb_183_600_t10/c56_lb_183_600_t10.m3u8?key
温情影院,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c51_lb_113_600_t10/c51_lb_113_600_t10.m3u8?key
惊悚午夜场,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c51_lb_115_600_t10/c51_lb_115_600_t10.m3u8?key
粤语原声,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c56_lb_185_600_t10/c56_lb_185_600_t10.m3u8?key
动画电影,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c51_lb_118_600_t10/c51_lb_118_600_t10.m3u8?key
历史秘闻,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c57_lb_236_600_t10/c57_lb_236_600_t10.m3u8?key
军事观察,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c57_lb_239_720P_t10/c57_lb_239_720P_t10.m3u8?key
经典纪实,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c56_lb_220_600_t10/c56_lb_220_600_t10.m3u8?key
科学探索,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c51_lb_108_720P_t10/c51_lb_108_720P_t10.m3u8?key
自然地理,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c52_lb_81_600_t10/c52_lb_81_600_t10.m3u8?key
央视大剧,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c54_lb_90_600_t10/c54_lb_90_600_t10.m3u8?key
家庭剧场,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c55_lb_158_600_t10/c55_lb_158_600_t10.m3u8?key
收视冠军,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c56_lb_230_720P_t10/c56_lb_230_720P_t10.m3u8?key
老年剧场,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c56_lb_179_600_t10/c56_lb_179_600_t10.m3u8?key
仙侠玄幻,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c55_lb_148_600_t10/c55_lb_148_600_t10.m3u8?key
经典重温,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c55_lb_137_600_t10/c55_lb_137_600_t10.m3u8?key
婚姻剧场,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c56_lb_219_600_t10/c56_lb_219_600_t10.m3u8?key
情景喜剧,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c55_lb_145_600_t10/c55_lb_145_600_t10.m3u8?key
热播电视剧,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c57_lb_212_600_t10/c57_lb_212_600_t10.m3u8?key
口播年代剧,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c54_lb_171_300_t10/c54_lb_171_300_t10.m3u8?key
抗战剧场,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c54_lb_163_600_t10/c54_lb_163_600_t10.m3u8?key
宫庭正剧,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c54_lb_152_600_t10/c54_lb_152_600_t10.m3u8?key
怀旧剧场,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c51_lb_109_600_t10/c51_lb_109_600_t10.m3u8?key
军旅剧场,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c55_lb_144_600_t10/c55_lb_144_600_t10.m3u8?key
权谋剧场,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c55_lb_167_600_t10/c55_lb_167_600_t10.m3u8?key
谍战剧场,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c57_lb_216_600_t10/c57_lb_216_600_t10.m3u8?key
青春剧场,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c55_lb_147_720P_t10/c55_lb_147_720P_t10.m3u8?key
爱情保卫战,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c54_lb_142_600_t10/c54_lb_142_600_t10.m3u8?key
人文社会,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c56_lb_243_600_t10/c56_lb_243_600_t10.m3u8?key
美食厨房,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c56_lb_182_600_t10/c56_lb_182_600_t10.m3u8?key
戏剧,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c56_lb_245_600_t10/c56_lb_245_600_t10.m3u8?key
我和我的祖国,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c53_lb_72_720P_t10/c53_lb_72_720P_t10.m3u8?key
第三调解室,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c56_lb_240_600_t10/c56_lb_240_600_t10.m3u8?key
真人秀,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c52_lb_75_720P_t10/c52_lb_75_720P_t10.m3u8?key
小说改编,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c54_lb_174_600_t10/c54_lb_174_600_t10.m3u8?key
糖豆广场舞,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c56_lb_235_600_t10/c56_lb_235_600_t10.m3u8?key

📺NewTV,#genre#

NewTV古装剧场,http://39.134.115.163:8080/PLTV/88888910/224/3221225678/index.m3u8
NewTV军旅剧场,http://39.134.115.163:8080/PLTV/88888910/224/3221225669/index.m3u8
NewTV精品大剧,http://39.134.115.163:8080/PLTV/88888910/224/3221225714/index.m3u8
NewTV精品纪录,http://39.134.115.163:8080/PLTV/88888910/224/3221225710/index.m3u8
NewTV金牌综艺,http://39.134.115.163:8080/PLTV/88888910/224/3221225711/index.m3u8
NewTV中国功夫,http://39.134.115.163:8080/PLTV/88888910/224/3221225660/index.m3u8
NewTV超级电视剧,http://39.134.115.163:8080/PLTV/88888910/224/3221225765/index.m3u8
NewTV超级电视剧4M,http://39.134.115.163:8080/PLTV/88888910/224/3221225625/index.m3u8
NewTV超级体育,http://39.134.115.163:8080/PLTV/88888910/224/3221225622/index.m3u8
NewTV农业致富,http://39.134.115.163:8080/PLTV/88888910/224/3221225670/index.m3u8
NewTV黑莓电竞,http://39.134.115.163:8080/PLTV/88888910/224/3221225653/index.m3u8
NewTV黑莓电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225718/index.m3u8
NewTV炫舞未来,http://39.134.115.163:8080/PLTV/88888910/224/3221225707/index.m3u8
NewTV超级体育,http://39.135.138.58:18890/PLTV/88888910/224/3221225648/index.m3u8
NewTV超级体育,http://39.135.138.58:18890/PLTV/88888910/224/3221225767/index.m3u8
NewTV超级体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225648/index.m3u8
NewTV超级体育,http://39.135.138.59:18890/PLTV/88888910/224/3221225622/index.m3u8
NewTV超级体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225622/index.m3u8
NewTV潮妈辣婆,http://39.135.138.58:18890/PLTV/88888910/224/3221225708/index.m3u8
NewTV黑莓动画,http://39.134.115.163:8080/PLTV/88888910/224/3221225672/index.m3u8
NewTV古装剧场,http://39.135.138.58:18890/PLTV/88888910/224/3221225678/index.m3u8
NewTV古装剧场,http://39.135.138.58:18890/PLTV/88888888/224/3221225678/index.m3u8
NewTV家庭剧场,http://39.135.138.58:18890/PLTV/88888910/224/3221225713/index.m3u8
NewTV金牌综艺,http://39.135.138.59:18890/PLTV/88888910/224/3221225711/index.m3u8
NewTV金牌综艺,http://39.135.138.58:18890/PLTV/88888910/224/3221225711/index.m3u8
NewTV精品大剧,http://39.135.138.58:18890/PLTV/88888910/224/3221225714/index.m3u8
NewTV精品纪录,http://39.135.138.58:18890/PLTV/88888910/224/3221225710/index.m3u8
NewTV精品体育,http://39.135.138.58:18890/PLTV/88888910/224/3221225709/index.m3u8
NewTV精品体育,http://39.134.115.163:8080/PLTV/88888910/224/3221225709/index.m3u8
NewTV军旅剧场,http://39.135.138.59:18890/PLTV/88888910/224/3221225669/index.m3u8
NewTV军旅剧场,http://39.135.138.58:18890/PLTV/88888910/224/3221225669/index.m3u8
NewTV军旅剧场,http://39.135.138.58:18890/PLTV/88888888/224/3221225669/index.m3u8
NewTV军事评论,http://39.135.138.58:18890/PLTV/88888910/224/3221225757/index.m3u8
NewTV明星大片,http://39.135.138.59:18890/PLTV/88888910/224/3221225716/index.m3u8
NewTV明星大片,http://39.134.115.163:8080/PLTV/88888910/224/3221225716/index.m3u8
NewTV农业致富,http://39.135.138.59:18890/PLTV/88888910/224/3221225670/index.m3u8
NewTV农业致富,http://39.135.138.58:18890/PLTV/88888888/224/3221225670/index.m3u8
NewTV农业致富,http://39.135.138.58:18890/PLTV/88888910/224/3221225670/index.m3u8
NewTV武搏世界,http://39.135.138.58:18890/PLTV/88888910/224/3221225656/index.m3u8
NewTV炫舞未来,http://39.135.138.58:18890/PLTV/88888910/224/3221225707/index.m3u8
NewTV炫舞未来,http://39.135.138.59:18890/PLTV/88888910/224/3221225707/index.m3u8
NewTV武搏世界,http://39.135.138.58:18890/PLTV/88888888/224/3221225656/index.m3u8
NewTV怡伴健康,http://39.135.138.58:18890/PLTV/88888888/224/3221225666/index.m3u8
NewTV怡伴健康,http://39.135.138.58:18890/PLTV/88888910/224/3221225666/index.m3u8
超级电视剧,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225625/index.m3u8
超级电影,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225623/index.m3u8
超级体育,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225622/index.m3u8
超级综艺,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225620/index.m3u8
潮妈辣婆,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225708/index.m3u8
东北热剧,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226202/index.m3u8
高清剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225716/index.m3u8

🎥剧场影院,#genre#
都市剧场,http://183.207.255.188/live/program/live/dsjchd/4000000/mnf.m3u8
高颜值偶像剧,http://bp-caster.bestv.com.cn:80/328/play.m3u8
超级电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225766/index.m3u8
超级电视剧,http://39.135.138.58:18890/PLTV/88888888/224/3221225625/index.m3u8
金牌综艺,http://39.135.138.60:18890/PLTV/88888910/224/3221225711/index.m3u8
百世电影,http://bp-caster.bestv.com.cn/532/1/video.m3u8
女模特电影,https://zjrsys.gzc.svp.tencent-cloud.com/0b78nuaayaaa3iabihjswvqfa3odbrwqadaa.f10002.mp4?
SiTV都市剧场,http://183.207.255.188/live/program/live/dsjchd/4000000/mnf.m3u8
SiTV七彩戏剧,http://183.207.255.188/live/program/live/qcxj/1300000/mnf.m3u8
NewTV超级电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225623/index.m3u8
经典喜剧,http://epg.112114.xyz/douyu/9650887
华语电影,http://epg.112114.xyz/douyu/3928
国产电影,http://epg.112114.xyz/douyu/5423
高清电影,http://epg.112114.xyz/douyu/6763930
周末影院,http://epg.112114.xyz/douyu/3637765
黑莓电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225718/index.m3u8
IPTV高清院线,http://home.111818.xyz:8888/udp/239.76.252.217:9000
丧尸鬼片,http://epg.112114.xyz/douyu/96577
大话西游,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgk9aq4gUogIDbxwQ.mp4
恐怖故事,http://maomao.kandiantv.cn/douyu1.php?id=2337939
神乐影院,http://maomao.kandiantv.cn/douyu1.php?id=85894
吃米滴虫,http://epg.112114.xyz/douyu/315457
周星驰电影,http://epg.112114.xyz/douyu/3990812
喜剧经典,http://epg.112114.xyz/douyu/9650887
冰冰经典电影,http://epg.112114.xyz/douyu/74374
避风港影院,http://epg.112114.xyz/douyu/9826611
林林影院,http://epg.112114.xyz/douyu/9652323
漫威电影,http://epg.112114.xyz/douyu/4282654
变种人电影,http://epg.112114.xyz/douyu/9651304
华语电影,http://epg.112114.xyz/douyu/3928
怀旧90,http://epg.112114.xyz/douyu/9275635
麓山迷踪,http://epg.112114.xyz/douyu/4505431
